,net_load_XGBModel_4 Hours Ahead (kW),tier1_net_load_XGBModel_4 Hours Ahead (kW),tier2_net_load_XGBModel_4 Hours Ahead (kW),bss_p_ch_XGBModel_4 Hours Ahead (kW),bss_en_XGBModel_4 Hours Ahead (kW),opr_net_load_XGBModel_4 Hours Ahead (kW),opr_tier1_load_XGBModel_4 Hours Ahead (kW),opr_tier2_load_XGBModel_4 Hours Ahead (kW),Actual load (kW),energy_prices_dol_kwh
2019-08-06 17:00:00,3.7109026909999994,2.6209738178586313,1.089928873141368,0.9815620126315787,3.4525176341306367,2.164977346631579,2.164977346631579,0.0,1.183415334,0.12095366
2019-08-06 18:00:00,2.6209738178586313,2.6209738178586313,0.0,-0.4127264106751247,3.039791223455512,0.8184471493248753,0.8184471493248753,0.0,1.23117356,0.13734055
2019-08-06 19:00:00,2.6209738178586313,2.6209738178586313,0.0,-1.8924976727803875,1.1472935506751245,1.0251203012196126,1.0251203012196126,0.0,2.917617974,0.1474976
2019-08-06 20:00:00,2.6209738178586317,2.6209738178586313,4.440892098500626e-16,-1.1472935506751245,0.0,2.8471418923248755,2.6209738178586313,0.2261680744662442,3.994435443,0.12433321
2019-08-06 21:00:00,4.308451653,2.6209738178586313,1.6874778351413684,0.0,0.0,5.766732421,2.6209738178586313,3.145758603141369,5.766732421,0.1110475
2019-08-06 22:00:00,4.34455061,2.6209738178586313,1.7235767921413685,0.0,0.0,2.344129945,2.344129945,0.0,2.344129945,0.09669337
2019-08-06 23:00:00,3.488362789,2.6209738178586313,0.8673889711413687,0.0,0.0,3.135861472,2.6209738178586313,0.514887654141369,3.135861472,0.0893017
2019-08-07 00:00:00,2.704139233,2.6209738178586313,0.08316541514136855,0.0,0.0,2.398451475,2.398451475,0.0,2.398451475,0.08363842
2019-08-07 01:00:00,1.455087662,1.455087662,0.0,0.0,0.0,2.037897693,2.037897693,0.0,2.037897693,0.07982318
2019-08-07 02:00:00,2.6209738178586313,2.6209738178586313,0.0,1.8027001851143487,1.8027001851143487,2.5327713251143487,2.5327713251143487,0.0,0.73007114,0.07906292
2019-08-07 03:00:00,-1.4718133578586312,-1.4718133578586312,0.0,-1.8027001851143487,0.0,-1.4586493531143487,-1.4586493531143487,0.0,0.344050832,0.0794891
2019-08-07 04:00:00,2.6209738178586313,2.6209738178586313,0.0,2.591549809324875,2.591549809324875,3.560930867324875,2.6209738178586313,0.9399570494662437,0.969381058,0.07854103
2019-08-07 05:00:00,2.1543892281413686,2.1543892281413686,0.0,1.4084501906751248,4.0,1.4084511906751247,1.4084511906751247,0.0,1e-06,0.07864711
2019-08-07 06:00:00,-3.555868211,-3.555868211,0.0,-4.0,0.0,-3.998640862,-3.998640862,0.0,0.001359138,0.08174882
2019-08-07 07:00:00,0.453560412,0.453560412,0.0,0.0,0.0,0.817326194,0.817326194,0.0,0.817326194,0.07234855
2019-08-07 08:00:00,2.6209738178586313,2.6209738178586313,0.0,1.1097483809038224,1.1097483809038224,1.8207309919038224,1.8207309919038224,0.0,0.710982611,0.06728153
2019-08-07 09:00:00,2.6209738178586313,2.6209738178586313,0.0,1.1695590693248752,2.2793074502286976,1.8215566253248752,1.8215566253248752,0.0,0.651997556,0.06378
2019-08-07 10:00:00,2.6209738178586313,2.6209738178586313,0.0,0.21204370406171735,2.491351154290415,1.6512264850617173,1.6512264850617173,0.0,1.439182781,0.06755672
2019-08-07 11:00:00,2.6209738178586313,2.6209738178586313,0.0,0.13764656721961188,2.628997721510027,2.5766355342196117,2.5766355342196117,0.0,2.438988967,0.07101
2019-08-07 12:00:00,2.6209738178586313,2.6209738178586313,0.0,-0.45826084541196677,2.17073687609806,2.349728233588033,2.349728233588033,0.0,2.807989079,0.07214892
2019-08-07 13:00:00,2.6209738178586313,2.6209738178586313,0.0,-0.24711710120144081,1.9236197748966193,5.06002095079856,2.6209738178586313,2.4390471329399284,5.307138052,0.07704599
2019-08-07 14:00:00,2.908329793272317,2.6209738178586313,0.2873559754136856,-0.5557819955028243,1.367837779393795,1.4787136144971758,1.4787136144971758,0.0,2.03449561,0.07943323
2019-08-07 15:00:00,2.672327042,2.6209738178586313,0.05135322414136878,-0.4618090073684211,0.9060287720253739,3.239770325631579,2.6209738178586313,0.6187965077729478,3.701579333,0.08336551
2019-08-07 16:00:00,3.7407340999999996,2.6209738178586313,1.1197602821413684,0.9970243347368419,1.9030531067622158,4.557258522736841,2.6209738178586313,1.9362847048782101,3.560234188,0.08781668
2019-08-07 17:00:00,3.6206028460000006,2.6209738178586313,0.9996290281413693,0.38193903473684276,2.2849921414990586,2.6318925647368427,2.6209738178586313,0.010918746878211483,2.24995353,0.09564466
2019-08-07 18:00:00,2.6209738178586313,2.6209738178586313,0.0,-0.05405602541196686,2.2309361160870917,2.9456175335880332,2.6209738178586313,0.324643715729402,2.999673559,0.1127301
2019-08-07 19:00:00,2.6209738178586313,2.6209738178586313,0.0,-1.1786950338330193,1.0522410822540724,2.2423125771669805,2.2423125771669805,0.0,3.421007611,0.12558801
2019-08-07 20:00:00,2.6209738178586313,2.6209738178586313,0.0,-1.0522410822540724,0.0,2.6109262547459275,2.6109262547459275,0.0,3.663167337,0.10939948
2019-08-07 21:00:00,4.087418556,2.6209738178586313,1.466444738141369,0.0,0.0,4.229892727,2.6209738178586313,1.608918909141369,4.229892727,0.10882758
2019-08-07 22:00:00,3.831624031,2.6209738178586313,1.2106502131413688,0.0,0.0,4.108985615,2.6209738178586313,1.4880117971413687,4.108985615,0.09817839
2019-08-07 23:00:00,3.485843897,2.6209738178586313,0.8648700791413688,0.0,0.0,3.748085386,2.6209738178586313,1.1271115681413688,3.748085386,0.09115752
2019-08-08 00:00:00,2.715790033,2.6209738178586313,0.09481621514136895,0.0,0.0,4.621504111,2.6209738178586313,2.000530293141369,4.621504111,0.08133213
2019-08-08 01:00:00,3.026036739,2.6209738178586313,0.40506292114136855,0.0,0.0,2.02128961,2.02128961,0.0,2.02128961,0.08021448
2019-08-08 02:00:00,2.6209738178586313,2.6209738178586313,0.0,0.9779679072196119,0.9779679072196119,1.548692656219612,1.548692656219612,0.0,0.570724749,0.07736123
2019-08-08 03:00:00,2.6209738178586313,2.6209738178586313,0.0,2.183465824061717,3.161433731281329,2.6120840450617173,2.6120840450617173,0.0,0.428618221,0.07730965
2019-08-08 04:00:00,2.6209738178586313,2.6209738178586313,0.0,2.358259738798559,5.519693470079888,2.6045742947985593,2.6045742947985593,0.0,0.246314556,0.07914825
2019-08-08 05:00:00,-1.4163979555758937,-1.4163979555758937,0.0,-1.519693470079888,4.0,-1.5196924700798882,-1.5196924700798882,0.0,1e-06,0.08165762
2019-08-08 06:00:00,-3.7630996249999997,-3.7630996249999997,0.0,-4.0,0.0,-3.999345337,-3.999345337,0.0,0.000654663,0.08503601
2019-08-08 07:00:00,0.311891168,0.311891168,0.0,0.0,0.0,0.734691417,0.734691417,0.0,0.734691417,0.07209902
2019-08-08 08:00:00,2.6209738178586313,2.6209738178586313,0.0,1.246342274588033,1.246342274588033,2.877694632588033,2.6209738178586313,0.2567208147294018,1.631352358,0.06234752
2019-08-08 09:00:00,2.6209738178586313,2.6209738178586313,0.0,0.7031031577459279,1.949445432333961,3.237209878745928,2.6209738178586313,0.6162360608872968,2.534106721,0.0598035
2019-08-08 10:00:00,2.6209738178586313,2.6209738178586313,0.0,0.8081413493248752,2.757586781658836,3.0942932603248754,2.6209738178586313,0.47331944246624413,2.286151911,0.06435634
2019-08-08 11:00:00,2.6209738178586313,2.6209738178586313,0.0,0.3799172366932959,3.137504018352132,5.552927494693296,2.6209738178586313,2.9319536768346643,5.173010258,0.07165024
